Selby College|53.7753148|-1.0524348		
		
Select Fashion|51.5506022|-0.1449761		
		
Seven Hills Media|53.38112899999999|-1.470085		
		
Seymour Powell Design|51.4478796|-0.198914		
		
Sheffield Blitz 75|53.38112899999999|-1.470085		
		
Sheffield Children's Hospital Trust|53.3825228|-1.4877156		
		
Sheffield City Council|53.38112899999999|-1.470085		
		
Sheffield City Council |53.38112899999999|-1.470085		
		
Sheffield City Libraries|53.38112899999999|-1.470085		
		
Sheffield Community Transport|53.38112899999999|-1.470085		
		
Sheffield Dementia Action Alliance|53.38112899999999|-1.470085		
		
Sheffield Forum|53.38112899999999|-1.470085		
		
Sheffield Hallam Students' Union|53.38112899999999|-1.470085		
		
Sheffield Society for the Blind|53.38112899999999|-1.470085		
		
Sheffield Sustainable Kitchens|53.3545834|-1.4878889		
		
Sheffield Teaching Hospitals|53.38112899999999|-1.470085		
		
Sheffield Teaching Hospitals NHS Foundation Trust|53.3792136|-1.4922602		
		
Sheffield Theatres|53.38112899999999|-1.470085		
		
Sheffield University|53.3825228|-1.4877156		
		
Shelter |53.38112899999999|-1.470085		
		
Shifa Aromas|53.38112899999999|-1.470085		
		
Showroom Gallery London|51.5073509|-0.1277583		
		
Showroom/Workstation|53.37716469999999|-1.465358		
		
Shree Ganesh Diamond & Jewellery|15.3172775|75.7138884		
		
SHU Enterprise Team - PYES|53.38112899999999|-1.470085		
		
Side by Side Creative|53.3870919|-1.4645365		
		
Simon Pengely Studios|51.4656441|-0.1029496		
		
Site Gallery|53.38112899999999|-1.470085		
		
Situate.io|53.38112899999999|-1.470085		
		
Slattery Ltd|53.4807593|-2.2426305		
		
SmartBarf UK Ltd|53.38112899999999|-1.470085		
		
Smythsons|51.5113478|-0.1432919		
		
SOAR|53.38112899999999|-1.470085		
		
Solace|51.5252961|-0.05779190000000001		
		
Somerset House|51.5073509|-0.1277583		
		
Soreen (Gibbs Croft Ltd)|53.446622|-2.308713		
		
South Yorkshire Housing Association|53.38112899999999|-1.470085		
		
SPACE10|55.6673673|12.559259		
		
Sports Direct|53.1979224|-1.2038751		
		
SRSB|53.38112899999999|-1.470085		
		
Steel Roots Design|53.38112899999999|-1.470085		
		
Stourbridge College|52.4491771|-2.1410321		
		
Studio Levien |51.5026859|-0.1020138		
		
Studio of the North|53.37716469999999|-1.465358		
		
Studio Sparrowhill|52.7745799|-1.2028626		
		
Stumberlina|53.5933498|-2.2966054		
		
Success Appointments|51.65503709999999|-0.2807009		
		
Super Tram |53.38112899999999|-1.470085		
		
Superdry|53.41304030000001|-1.412461		
		
Superjam|56.49067119999999|-4.2026458		
		
Suzie Turner|51.529646|-0.07717299999999999		
		
Switalskis Solicitors|53.3839939|-1.4708405		
		
Syd & Mallory|53.3796692|-1.4791848		
		
TADO|51.520289|-0.13603		
		
Talisman fashion|51.509768|-0.1257826		
		
Tamar Foods|50.502332|-4.315735		
		
Tangerine Design|51.498763|-0.082588		
		
Tapton School|53.38112899999999|-1.470085		
		
Tatung University|25.0671544|121.521804		
		
Tea and Blush|53.38112899999999|-1.470085		
		
Team Consulting Ltd|52.07221149999999|0.172051		
		
Technische Universiteit Delft (TU Delft; Delft University of Technology)|52.01157689999999|4.3570677		
		
TechStyle|53.95996510000001|-1.0872979		
		
Ted Baker|51.5378859|-0.1324433		
		
Tekever II Autonomous Systems Lda|39.3604212|-9.1582014		
		
Tesco PLC|37.0370415|-95.61745649999999		
		
Textile Centre of Excellence|53.6607291|-1.7678158		
		
The Art House|53.38112899999999|-1.470085		
		
The Arts & Business College London|51.5182989|-0.1278893		
		
